No,code,name,ipo_date,industry_zx,industry_sw,MKT_CAP_FLOAT,is_open1,PCT_CHG_NM,EP,EPcut,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROE_ttm,ROA_q,ROA_ttm,grossprofitmargin_q,grossprofitmargin_ttm,assetturnover_ttm,financial_leverage,debtequityratio,cashratio,currentratio,ln_capital,return_1m,wgt_return_1m,exp_wgt_return_1m,std_1m,return_3m,wgt_return_3m,exp_wgt_return_3m,std_3m,return_6m,wgt_return_6m,exp_wgt_return_6m,std_6m,return_12m,wgt_return_12m,exp_wgt_return_12m,std_12m,turn_1m,bias_turn_1m,turn_3m,bias_turn_3m,turn_6m,bias_turn_6m,turn_12m,bias_turn_12m,beta,HAlpha,DIF,DEA,MACD,RSI,PSY,BIAS,LNCAP_barra,MIDCAP_barra,BETA_barra,HSIGMA_barra,HALPHA_barra,DASTD_barra,CMRA_barra,STOM_barra,STOQ_barra,STOA_barra,RSTR_barra,MLEV_barra,BLEV_barra,DTOA_barra,BTOP_barra,ETOP_barra,CETOP_barra
1,000001.SZ,平安银行,1991-04-03,银行,银行,4878518.4737,TRUE,0.05209656925031747,0.12770413505989325,0.12770413505989325,0.91082976591675,0.36829699469652327,-29.9972039122446,-1793.9820338963102,0.11,0.08345874208396412,84.944,73.0924,-165.4974,-0.2324034652941052,3.6239,14.0206,0.2146,,,,0.0299,16.6909,15.690999999999999,,,15.400352140281196,-0.0882182240278584,-4.09018549090909e-05,-6.490134821318506e-06,0.011263594152921861,0.036279683377308684,2.1620653980000006e-05,-6.3195816000878566e-06,0.014212416142934206,0.013548387096774084,1.1423498486238531e-05,-2.0208467114497304e-06,0.014301838711781612,-0.05190102595051305,1.9298320268722466e-05,6.191913515970012e-07,0.016339665440990886,0.007570227272727274,-0.19985961233200555,0.00770856,-0.18523843940818463,0.006243522935779816,-0.34008654135833993,0.007390414096916299,-0.2188650898451493,-0.001843469950617166,0.7402236629898586,-12.17622087936229,-4.497977815666383,-15.356486127391815,15.040504495892073,40.0,-4.058139179822299,15.400352140281196,2.180017591988568,3.3537003825205174,0.01229697546950302,0.00018388695741377372,0.10912152406220892,0.16134791013681998,-1.8473543934827428,-2.0141227237473975,-1.9234740309821992,0.07982073988985415,,,0.9400874540266572,0.91082976591675,0.12770413505989325,-1793.9820338963102
2,000002.SZ,万科A,1991-01-29,房地产,房地产,7999993.887,TRUE,0.07416267942583765,0.10572053832898118,0.10572053832898118,0.5818012566907144,0.7884569896712135,-162.875477242949,372.29919719059694,1.2077,0.0330091729420438,49.9091,49.4477,51.4992,0.2741729944918958,12.0984,18.1712,2.5865,5.4882,38.354,39.7792,0.2805,4.3668,3.3668,0.1706,1.4081,15.894951335518819,-0.0024096385542164978,7.110659090909022e-07,6.681887799717248e-06,0.015945670391925636,0.12960436562073707,2.8527729067796616e-05,2.7998550586683906e-06,0.01868410127749108,0.18285714285714286,2.6262226873949586e-05,3.816903991695237e-06,0.018738415425065363,-0.04918890031055345,1.382289221399177e-05,4.024741285723589e-06,0.016928894648561302,0.005479863636363635,-0.2809781334686826,0.006767983050847458,-0.1119618792007222,0.005575100840336135,-0.2684819042360568,0.005226551440329218,-0.31421564084006626,0.013844840963117607,1.4369298379865891,1.454031585406483,10.985043689671562,-19.062024208530158,25.836307139702743,35.0,-0.0301841231512301,15.894951335518819,2.180017591988568,3.83132751339749,0.014669526070979273,0.002451562874950469,0.138904196327964,0.167284207458566,-2.1734881958362235,-1.982169430293367,-2.1833257505269805,0.12910458413899786,77312.90761897161,20.682053045429814,0.6191261467007629,0.5818012566907144,0.10572053832898118,372.29919719059694
3,000004.SZ,国华网安,1991-01-14,医药,医药,68192.1506,TRUE,0.019115890083631903,0.003925592744876512,0.01702588445213258,0.10702971144789794,0.12339280866711087,-12.029886477553484,146.18613248563204,0.33,-0.002731761124188271,-78.3864,-85.4662,271.2554,-0.9596565540927304,0.3524,3.6677,0.8371,3.7141,61.6298,45.6833,0.3096,1.416,0.41600000000000004,0.9858,1.9154,11.130084743366107,-0.1678607983623336,-7.07206425909091e-05,-5.788921508855e-05,0.026888126143605896,0.027812895069532214,0.00017044697654237283,-2.306235209970765e-05,0.029488668925026718,-0.21067961165048546,8.027154203361342e-05,1.5330901372173687e-06,0.02589097195298024,-0.3932835820895521,0.00018070904093360994,1.4174013928613397e-05,0.02636475546280828,0.02261795454545455,0.0847755948600799,0.022747338983050848,0.09098097828576068,0.01631681512605042,-0.21743220418044318,0.026578560165975106,0.27472947903524236,0.011930840262880832,1.2021370825387274,-1.0642443980569851,0.14361309733985306,-2.4157149907936764,18.154886026778215,30.0,-12.31192363695196,11.130084743366107,1.047022425718975,3.742688705320172,0.02037917833900918,0.0001065517844742246,0.20629757469177415,0.517469982710548,-0.7945977218725244,-0.7918809362208918,-0.6183923833359599,-0.10389825382515872,1070.735684368911,2.301346423081944,0.47500524597550225,0.10702971144789794,0.003925592744876512,146.18613248563204
4,000006.SZ,深振业A,1992-04-27,房地产,房地产,533285.2249,TRUE,0.16300366300366287,0.07915462856690546,0.0883673252977979,0.513083632632119,0.47357454063269555,-1402.714614555303,3465.240162632964,0.8376,0.09473408407751227,119.2251,344.5487,398.5818,2.439861678717384,5.4711,23.2231,1.8357,11.8552,57.8926,45.7954,0.2114,2.7635,1.7635,0.1203,1.531,13.186811691160836,0.039622641509433836,0.00016933831371428572,0.0001144936649588898,0.03228388054419319,0.3571428571428572,0.00015376942210344827,6.22977083126077e-05,0.03039886557529518,0.10642570281124496,7.714486341025641e-05,4.0128259152617645e-05,0.02501686199654033,-0.11852178420641712,6.072184576763486e-05,2.5180734788320558e-05,0.02309254520862434,0.012499142857142856,-0.3188777749552041,0.009643189655172415,-0.4745087027542465,0.006297820512820512,-0.6568096252957294,0.008737867219917015,-0.5238429041896469,0.033339140335734964,2.215383574173418,3.038124768397168,2.384987606540022,1.306274323714292,53.00819902389363,45.0,6.309087401119037,13.186811691160836,-0.9351125270982845,4.319322483561788,0.021861091121588173,0.00395777914471903,0.2113398026124073,0.4085950743165002,-1.3568045185171835,-1.6715725765781897,-1.643040732400416,0.06671583728041412,78333.06116661285,17.456729302509306,0.6117463673295498,0.513083632632119,0.07915462856690546,3465.240162632964
5,000007.SZ,全新好,1992-04-13,消费者服务,消费者服务,213450.0289,TRUE,-0.009482758620689702,0.0021392085698406674,0.0021392085698406674,0.1048327916972429,0.062033200168730304,366.9406599361241,-63.69057335777962,,-0.002731217729843951,17.0052,-64.0618,-160.9191,,2.0038,2.0406,2.1395,3.9223,80.0958,79.0609,0.4759,1.2398,0.2398,1.5036,2.0805,12.271158027580805,0.259825327510917,0.0003140870681,2.5024660072502244e-05,0.037247171183619004,0.6700434153400867,0.00018281679494545458,2.9831528884636088e-05,0.030199225626963623,0.5045632333767927,7.149907490740743e-05,3.488658583134327e-05,0.02737382928318886,0.2995495495495495,4.177809036123348e-05,2.4754695578951802e-05,0.02451834282575067,0.03757395000000001,1.7574023222595607,0.020044709090909094,0.471001249437178,0.013099129629629629,-0.03870712394305753,0.011817343612334802,-0.13277228719388934,0.018051478603524185,0.9050124092594023,4.20440508440263,5.4110025575000495,-2.4131949461948388,35.66176382817561,60.0,2.934617786102918,12.271158027580805,-0.6520190615502128,3.1167714394596606,0.01973417867465819,0.006984094713747075,0.22794671951279719,0.46949994593934297,-0.2953567194058004,-1.0007123998516854,-1.4583525103073192,0.3600704813556462,,,0.12747569562338293,0.1048327916972429,0.0021392085698406674,-63.69057335777962
6,000009.SZ,中国宝安,1991-06-25,房地产,房地产,1094549.8177,TRUE,0.057034220532319324,0.02739756052121119,0.029427690279445348,0.2374902035291044,0.31605562579013907,-289.2407873735085,-559.30652542876,0.1972,-0.0001783825141467231,15.8421,-37.6398,-5.1398,-0.8211453744493392,0.5278,11.5363,0.4944,5.8203,41.1944,37.3269,0.2307,2.8169,1.8169,0.4542,2.1409,13.905853711309398,-0.19009584664536736,-0.00029150582486363633,-8.29305294724801e-05,0.024584153820799096,0.003960396039603742,1.0595245271186444e-05,-9.277598610364853e-05,0.038482756192527494,-0.3638644918444165,-2.9939895899159667e-05,-6.624913735247401e-05,0.036970578782784466,-0.44687280825036413,2.073587309958504e-05,-3.396994101804636e-05,0.031958304671628225,0.029983636363636358,0.06498887901706052,0.038577,0.370216590395527,0.028848075630252105,0.024654893577943593,0.023986219917012445,-0.14803337555626228,0.03125425533328342,1.4749667353021736,-3.759281207358036,-2.449869663236285,-2.618823088243502,14.030049675711071,40.0,-13.36295283663706,13.905853711309398,-0.4320048724040378,5.403096026928494,0.02860817229498102,0.0009194357391889756,0.2671247639798219,0.5121936192326312,-0.46711527273032255,-0.23058919028275948,-0.6702125417842407,-0.3037616815809429,185364.16713583778,145.9542199491958,0.7636471547529884,0.2374902035291044,0.02739756052121119,-559.30652542876
7,000011.SZ,深物业A,1992-03-30,房地产,房地产,97253.5358,TRUE,0.18089725036179405,0.06447702683533857,0.06447702683533857,0.28305358204308073,0.3527585720333004,-176.91536795362228,-905.2395789294735,0.1304,0.166378997717367,-25.8566,-223.3313,-255.1513,-4.95348186818309,-4.2409,22.7792,-1.4331,10.0255,3.1701,60.0172,0.4393,3.094,2.094,0.2071,1.2624,11.48507661866038,-0.16354556803995002,-0.0004069068175454547,-0.0001762954111410263,0.031946547173616675,0.10561056105610578,0.0006300865472542374,-3.244642548756987e-05,0.03727818686482426,-0.1809290953545232,0.00029633359099159667,5.867271912620713e-05,0.032176582015257485,-0.15189873417721522,0.0005336201227396695,7.478331339093197e-05,0.033774635339653816,0.07493895454545453,0.18752187861578862,0.06626501694915254,0.05007012562784374,0.050364747899159665,-0.20189385608598076,0.07165585950413222,0.13549623701465796,0.017888341723812387,1.489860868266819,-0.5152650011842752,0.357375270432737,-1.7452805432340244,9.327535552223836,45.0,-11.818899710450117,11.48507661866038,0.3658150598087796,5.279049789410875,0.02661935008406711,0.0014549354744284792,0.2626753754268874,0.7670750135157516,0.45878919788225886,0.3032154107217501,0.3983748340336759,-0.01802536135939781,28274.551996409056,10.948805986570523,0.6461645754129601,0.28305358204308073,0.06447702683533857,-905.2395789294735
8,000012.SZ,南玻A,1992-02-28,建材,建材,1155689.6369,TRUE,0.03632478632478597,0.06334726973267453,0.06334726973267453,0.3715814506539834,0.4446816079686944,-13.869815812013801,907.8363175002285,3.9068,-0.010291405762364028,-22.1078,-76.6578,-28.643,-0.8514737706141333,0.9952,17.0483,0.6987,11.7693,23.9338,31.5107,0.5961,2.0916,1.0916,0.1451,0.6493,13.96020781197689,-0.17873510540788262,-0.00024630275545454544,-6.21949093387258e-05,0.026880445706693477,0.03944315545243637,0.0001666249282881356,-4.594421575564421e-05,0.032033581790060384,-0.3667844522968198,3.7106293084033625e-05,-1.483409810165257e-05,0.030344018172726344,-0.5664689413982635,4.049576591735538e-05,2.7159175310540393e-06,0.02721115452517408,0.022909500000000003,-0.17855901343577507,0.030991440677966102,0.11122632993103831,0.024359445378151257,-0.12656990141269275,0.020347045454545454,-0.2704381548331939,0.02237767660219122,1.5743210738057802,-8.78116480533484,-2.4999898916181107,-12.562349827433458,23.81786817713088,40.0,-12.925170068027205,13.96020781197689,-0.36691701423718565,5.921456265019005,0.023787124204936783,-0.0003963191574012856,0.22420790588736336,0.827015284617887,-0.7217272834865116,-0.461870870137958,-0.8553683500426368,-0.2818448406340316,181180.12001400886,46.81443840372766,0.5140381218015699,0.3715814506539834,0.06334726973267453,907.8363175002285
9,000014.SZ,沙河股份,1992-06-02,房地产,房地产,106500.3387,TRUE,0.5101663585951937,0.050985290743620466,0.050985290743620466,0.526288090100521,0.3754317465084847,-608.3130394776858,-2463.4629700008645,0.66,0.0016447075431234245,-44.0391,66.1343,-489.2973,-3.343902290448343,7.6955,10.2194,2.4737,5.1124,61.3537,54.7102,0.2361,2.9745,1.9745,0.3556,2.5092,11.57590344440825,-0.15384615384615385,-0.00010628399868181818,-2.5801534105336123e-05,0.02704790340620669,0.10000000000000007,8.266391488135591e-05,-1.2121317074276587e-05,0.029638014241915134,-0.13584288052373172,4.867063669491527e-05,1.7833168972130791e-06,0.02580633564835131,-0.4879702860012203,1.4846095553719003e-05,6.552964423718581e-06,0.023617247533273298,0.01123168181818182,-0.3837270552582941,0.01260779661016949,-0.3082207928045251,0.008992016949152543,-0.5066155849027933,0.010584570247933885,-0.4192335234283193,-0.005136007038620397,1.769093918288474,-0.9467338311956581,-0.04019984334096752,-1.8130679757093813,17.053970282474644,45.0,-8.571428571428575,11.57590344440825,0.21323017240095082,4.943442320593605,0.01880076532030575,-0.00364757552546237,0.20700911222178386,0.7076595594940175,-1.4500463822253036,-1.3773913057097757,-1.479806925472545,-0.15020153550440016,527177.1990172733,92.2664119198713,0.6643074029587669,0.526288090100521,0.050985290743620466,-2463.4629700008645
10,000016.SZ,深康佳A,1992-03-27,家电,家电,190171.4732,TRUE,0.06790123456790109,0.013876149812463835,0.02199547333158836,0.9992006394884093,4.203446826397646,135.20132602165708,-2457.4200738191694,0.3155,-0.029624352762438987,0.107,136.1818,-174.6262,2.090354555852078,0.8106,-3.7089999999999996,0.2067,0.0172,14.8448,15.225,0.6996,3.9939999999999998,2.9939999999999998,0.3611,1.1949,12.155681434669221,-0.13387978142076518,-9.207548336363636e-05,-2.191165473560973e-05,0.02339527279545066,0.006349206349205882,4.555727640677966e-05,-1.4142892565859896e-05,0.023168872851943655,-0.12188365650969525,3.2042800016949154e-05,-3.030149510628256e-06,0.023754268611886235,-0.3555690589647852,3.4104685733333334e-05,2.041698230876749e-06,0.021739581144400322,0.01348118181818182,-0.4697503567196699,0.012846542372881357,-0.49471236257499807,0.013919313559322034,-0.4525175055807539,0.015791045833333333,-0.3788974488233986,-0.009347857729268588,1.30527904625015,-1.2327970578243495,-0.05749029240508381,-2.3506135308385314,20.07839700154648,45.0,-9.686609686609694,12.155681434669221,-0.5460986856761316,4.173707517226115,0.018870018299624463,-0.0032400072531046896,0.1779445719655817,0.5259285686302623,-1.2484777337049053,-1.3539263308480143,-1.1076875526424526,-0.0895355916348543,203663.50989626546,19.854617285448967,0.7496264443312388,0.9992006394884093,0.013876149812463835,-2457.4200738191694
