No,code,name,ipo_date,industry_zx,industry_sw,MKT_CAP_FLOAT,is_open1,PCT_CHG_NM,EP,EPcut,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROE_ttm,ROA_q,ROA_ttm,grossprofitmargin_q,grossprofitmargin_ttm,assetturnover_ttm,financial_leverage,debtequityratio,cashratio,currentratio,ln_capital,return_1m,wgt_return_1m,exp_wgt_return_1m,std_1m,return_3m,wgt_return_3m,exp_wgt_return_3m,std_3m,return_6m,wgt_return_6m,exp_wgt_return_6m,std_6m,return_12m,wgt_return_12m,exp_wgt_return_12m,std_12m,turn_1m,bias_turn_1m,turn_3m,bias_turn_3m,turn_6m,bias_turn_6m,turn_12m,bias_turn_12m,beta,HAlpha,DIF,DEA,MACD,RSI,PSY,BIAS,LNCAP_barra,MIDCAP_barra,BETA_barra,HSIGMA_barra,HALPHA_barra,DASTD_barra,CMRA_barra,STOM_barra,STOQ_barra,STOA_barra,RSTR_barra,MLEV_barra,BLEV_barra,DTOA_barra,BTOP_barra,ETOP_barra,CETOP_barra
1,000001.SZ,平安银行,1991-04-03,银行,银行,5167316.8302,TRUE,0.03951367781155013,0.10834940516176567,0.07370826269624825,0.8176614881439085,0.2998590662388677,-778.0485074363086,3404.9580553382702,0.11,0.056015134975582935,83.7062,77.3559,68.8278,0.008129483170866258,5.4812,13.2511,0.2927,,,,0.0214,16.8401,15.8402,,,15.45786412340764,0.0976253298153036,0.0001824150675,8.555030813892143e-05,0.018878312220868523,-0.012462908011869443,1.99971905e-05,2.090494839347197e-05,0.014386962485285143,-0.032558139534883845,1.5001854777777779e-05,1.0988790565432805e-05,0.016576548742843134,0.07772020725388629,2.7414976632286993e-05,6.299709195618204e-06,0.01660425674374028,0.008455999999999998,-0.12451975371473634,0.0053868,-0.44228512409065046,0.005593805555555558,-0.4208530906516489,0.007810143497757849,-0.19138761199854615,0.00033807174441060186,0.7738612715338953,10.407960805000243,0.5277863604837927,19.7603488890329,76.2576391123019,30.0,5.600507694748528,15.45786412340764,2.19550254662595,3.4026806016200846,0.01331516857911272,0.0011138326233394037,0.12663482580683866,0.17147381605781792,-2.4625160671656667,-2.31683577458638,-1.8852519102765568,0.1438449773629424,,,0.9406183550457093,0.8176614881439085,0.10834940516176567,3404.9580553382702
2,000002.SZ,万科A,1991-01-29,房地产,房地产,7388812.4194,TRUE,0.09523809523809557,0.09029508433560877,0.08658683360608187,0.5575379125780553,0.6853070175438596,289.61197238903713,231.73967790309516,1.3072,0.03475207920852334,66.0022,28.4296,-23.8549,0.1336642284918146,1.3019,16.1956,0.3138,4.5612,35.0644,42.0182,0.1175,4.7555,3.7555,0.1742,1.3965,15.815477578982174,0.0436562073669855,3.103255706250002e-05,-1.1746279737001323e-06,0.021390857712667667,-0.014175257731958603,1.0993659762711872e-05,4.330131345773381e-06,0.018718062143193076,-0.07720144752714109,1.1588827672268914e-05,4.326357186554574e-06,0.018394399167072695,-0.05280232614385827,1.5224153232067509e-05,3.53439850576546e-06,0.016373095606356136,0.0065281875,-0.14472607889586986,0.004794864406779662,-0.37181300593019573,0.004573823529411765,-0.4007721156234665,0.0057424177215189874,-0.24767171266122656,0.01166523794857358,1.4148946918678358,12.603121368418101,5.958904941038143,13.288432854759916,47.76795657123865,40.0,2.334292020600641,15.815477578982174,2.19550254662595,3.744119322729258,0.014529588313344822,0.0016304121323556025,0.14451335346472174,0.23354983751995467,-2.094268351366506,-2.2452502849800045,-2.0927849380833057,0.10482422306765739,89806.62636644146,22.076117192420288,0.6191261467007629,0.5575379125780553,0.09029508433560877,231.73967790309516
3,000004.SZ,国华网安,1991-01-14,医药,医药,69366.4312,TRUE,0.16419753086419764,0.003859138362459537,0.016737662250713443,0.10521885521885523,0.12130328246682355,-11.826236641947425,143.71139742440485,0.33,-0.002685516515993606,-78.3864,-85.4662,271.2554,-0.9596565540927304,0.3524,3.6677,0.8371,3.7141,61.6298,45.6833,0.3096,1.416,0.41600000000000004,0.9858,1.9154,11.14715832918599,0.04551201011377981,0.00035600587081249997,9.85460828698141e-05,0.03987032770412572,-0.2529358626919602,7.591276094915253e-05,5.5728737014002005e-05,0.028476431229592054,-0.3976693372177714,-1.274876668067228e-05,3.0980841650173504e-05,0.02490522148087363,-0.3298217179902755,0.0001764352125974576,2.4256821935642008e-05,0.025424674379638693,0.0189515,-0.09912033804872011,0.012110661016949152,-0.42430687792756794,0.015963361344537817,-0.241164679752349,0.025085093220338982,0.19244652404059437,0.007083421085588281,1.1115202247268061,-1.8405240728701955,-2.8441637283994754,2.00727931105856,44.78177504312256,50.0,3.0529595015576394,11.14715832918599,0.9311411309902798,3.358705884818456,0.02047150192020513,-0.0004099007764051856,0.21940835127011413,0.43782758519085185,-1.1104342892913794,-1.3653293682643433,-0.6867354097121248,-0.15383942176145815,1098.3332870084648,2.301346423081944,0.47500524597550225,0.10521885521885523,0.003859138362459537,143.71139742440485
4,000006.SZ,深振业A,1992-04-27,房地产,房地产,424886.0503,TRUE,0.21990740740740744,0.09934926233172718,0.11091270061334724,0.6439979392065945,0.5943889681407514,-1760.582580291367,4349.310546530341,1.0513,0.11890348727765646,119.2251,344.5487,398.5818,2.439861678717384,5.4711,23.2231,1.8357,11.8552,57.8926,45.7954,0.2114,2.7635,1.7635,0.1203,1.531,12.959576295015605,0.08128078817733986,0.0001278460044375,1.4382246746601411e-05,0.036150545177208254,-0.16856060606060594,2.6887981034482754e-05,1.6545977991697465e-05,0.02400918143577041,-0.24179620034542315,1.4707833754237283e-05,1.1338466713952753e-05,0.020912238494815983,-0.19890510749096213,5.295862853164557e-05,7.610359447095503e-06,0.02109705834401528,0.0068267499999999995,-0.6505416569942204,0.003756862068965517,-0.8076878758527917,0.004348296610169491,-0.7774126006829782,0.011058113924050634,-0.4339399906737651,0.026264394713958552,2.1084343421212983,-0.4252545918778736,-2.483096682160828,4.115684180565909,52.18426798433095,40.0,3.330587266093923,12.959576295015605,-0.9690591584113559,4.257208050885844,0.02108649059125118,0.0011457591833696035,0.1848897519071213,0.4205424197090888,-2.1563114268293853,-2.5101819090599453,-1.4245776141938449,-0.03221913830399715,99318.09370737628,17.456729302509306,0.6117463673295498,0.6439979392065945,0.09934926233172718,4349.310546530341
5,000007.SZ,全新好,1992-04-13,消费者服务,消费者服务,129660.7195,TRUE,0.3151862464183375,0.010714875032412497,0.007323019105024543,0.16915608031530693,0.0978109900428412,342.4218776787704,-487.78713665432525,,-0.018368049340847188,15.8434,127.3715,-327.4266,,0.3376,6.3344,0.499,12.6714,76.0523,78.7691,0.3561,1.1461,0.1461,1.544,2.6665,11.77267646784208,0.01447178002894356,-2.1604749357142874e-05,-6.0621930554987144e-06,0.028554156963607663,-0.12375000000000005,-5.7594343260000005e-05,-8.724766023143996e-06,0.02629719740306866,-0.15030303030303038,-2.965836842727273e-05,-1.0456220716976535e-05,0.02142721953824889,-0.16148325358851678,8.705156812499999e-06,-7.791102533620297e-06,0.021642477461351655,0.0062338571428571425,-0.5191938654091293,0.006753,-0.479153315116872,0.005594418181818181,-0.5685126367762631,0.010327915178571428,-0.20342656856018548,0.0077851242695852595,0.6794679381949229,0.6554126520661114,-0.5567861902128,2.424397684557823,65.38899103661984,45.0,4.408698242478406,11.77267646784208,-0.1325798598373859,2.9064692616404812,0.018565982961700048,0.0009444620917705309,0.18594407806088564,0.4747054712071147,-2.437151734502528,-2.122931661456736,-1.5908285548048682,-0.03561907444482848,905.5186868923587,1.5264124753851613,0.12747569562338293,0.16915608031530693,0.010714875032412497,-487.78713665432525
6,000008.SZ,神州高铁,1992-05-07,商贸零售,商贸零售,51704.4888,TRUE,0.10285714285714298,0.0006980172262275226,0.0017192842138418199,0.14268591975343872,0.027456159377513955,-69.94234550180418,-60.76251100676784,0.1406,-0.00018143662850922957,-21.4547,-238.0616,-118.0062,-2.3730569948186533,-0.1325,0.4892,-0.1265,-0.5948,31.7079,19.2676,0.1506,1.046,0.046,11.279000000000002,13.3997,10.853299880712063,0.06042296072507548,0.000148446306,0.00010711441566125661,0.03373649691583795,-0.3535911602209945,-2.2737980661016943e-05,2.706713836163736e-05,0.02668824260355677,-0.4620689655172413,-2.1041842571428573e-05,7.800434058980917e-06,0.024329470447912095,-0.4334140435835351,-1.4885460418918912e-05,4.757555576664484e-08,0.020852092955529415,0.011646125,-0.16847814622193735,0.009192237288135592,-0.343683311814158,0.00891709243697479,-0.36332838317435034,0.010049711711711712,-0.28246048256758116,0.004238500667519065,1.2601162027928368,-1.5542347231048375,-2.1563319489686332,1.2041944517275915,48.086026646552774,60.0,3.6238836814524737,10.853299880712063,1.5705821874371535,3.2235731363540188,0.0179048728728104,-0.004724070371317942,0.20231917437524738,0.5935682490323636,-1.4585742625056017,-1.6694759156641144,-1.640169164503123,-0.3260069363718498,,,0.04399991793477955,0.14268591975343872,0.0006980172262275226,-60.76251100676784
7,000009.SZ,中国宝安,1991-06-25,房地产,房地产,1392474.6201,TRUE,-0.012038523274478295,0.0215357579725376,0.02313149561311186,0.18667861409796893,0.24843486037960846,-227.35671193583798,-439.6409432447416,0.155,0.00014712646620983384,15.8421,-37.6398,-5.1398,-0.7928734008319598,0.5278,11.5363,0.4944,5.8203,41.1944,37.3269,0.2307,2.8169,1.8169,0.4542,2.1409,14.146593024477442,0.27722772277227703,0.00100906681925,0.00018341839204418192,0.05571403568656982,-0.218655360387644,0.00021357115113559315,0.00011721453872615579,0.04444749149954501,-0.3455360223219828,8.925176073949576e-05,6.860213461286677e-05,0.03578989505512775,-0.2814371575076637,0.0001401530952121212,4.071629002780521e-05,0.034456419409946266,0.042131,0.5375630070512807,0.027985508474576273,0.02132592542376366,0.019998588235294112,-0.2701552428416326,0.02809434199134199,0.025297784371005827,0.03927974005093229,1.6384407887347079,-1.4719799850242126,-4.024047028307957,5.104134086567489,27.850562889947405,55.0,10.166958452538534,14.146593024477442,-0.1279872067874538,5.351705386743717,0.02896055315831202,0.004669562721125299,0.31197918098987765,0.6511720150616597,-0.2274175619685869,-0.5723188555219102,-0.5431503760464317,-0.11701612701463136,151930.74673307908,145.9542199491958,0.7636471547529884,0.18667861409796893,0.0215357579725376,-439.6409432447416
8,000011.SZ,深物业A,1992-03-30,房地产,房地产,88399.1094,TRUE,0.35413153456998314,0.09539072039072038,0.04821554276236487,0.3254890472935586,0.3992972368631209,-334.9208798050565,-1271.7160026059366,0.1304,0.36389612722521203,5.0188,-20.1597,-549.2666,-0.4624778596066002,0.5766,29.3072,0.2127,13.5186,40.7004,62.2671,0.4131,2.8262,1.8262,0.2226,1.3007,11.38961717391435,0.004950495049504955,-0.0002079626845624999,2.1767921510740314e-05,0.03993645826634323,-0.2397003745318353,-0.00013706215842372883,-2.5450046178419116e-05,0.030042492786746446,-0.4567350579839431,-0.00011037993840336133,-2.8412164580582935e-05,0.028436611482136467,-0.1373937677053826,0.0004798233082405063,-9.313852387340653e-06,0.03188128986569057,0.0399420625,-0.36301552509679036,0.03569227118644067,-0.43078996935128544,0.035724252100840334,-0.4302799469665928,0.06959469620253166,0.10987611159584021,0.004173418856542543,1.2184209703156346,-0.9891751850413399,-1.3208511320688732,0.6633518940550664,26.173773758625796,45.0,0.5780346820809235,11.38961717391435,0.47003380075304024,5.015607221309883,0.026545354895164658,-0.0004957885136148443,0.24332462404928704,0.6142282575778591,-0.17661636778953177,-0.23872031440940794,0.34506449033303666,-0.1405438690934443,29565.734197294274,10.046859314133954,0.6461645754129601,0.3254890472935586,0.09539072039072038,-1271.7160026059366
9,000012.SZ,南玻A,1992-02-28,建材,建材,1274354.1978,TRUE,0.12889812889812902,0.07429530899419011,0.0709536885274981,0.33076439652035855,0.42767941151312977,157.19560842239005,998.9298959525973,3.543,0.013244650231931372,-0.2836,-29.3211,-20.4997,-0.4185799018077589,4.0975,22.4617,2.1587,14.4093,30.0646,34.834,0.4749,2.0578,1.0578,0.2188,0.654,14.057950096724955,0.1461716937354991,0.0005938528152500002,0.00010747213561047676,0.04545081338913942,-0.21274900398406385,9.724048061016951e-05,8.899650991062689e-05,0.03268746724321439,-0.4150384843102428,2.8571113563025233e-05,5.369892214987533e-05,0.029352442977642213,-0.4638482229918041,7.785696488185654e-05,2.797396757252769e-05,0.027455935541921883,0.037630874999999994,0.37948816229757676,0.024312355932203385,-0.10874761200636873,0.017602731092436975,-0.3547118113484127,0.021017700421940927,-0.22952445483172268,0.024457513744537297,1.604292074697375,0.8787607286574541,-4.805317964773853,11.368157386862615,41.215547194521854,45.0,6.225137082034211,14.057950096724955,-0.2521685985224303,5.785156015273039,0.024324162459036503,0.0013944495569997706,0.2502808308262623,0.8829504409574214,-0.36494734412105867,-0.688803916746466,-0.8218065383972801,-0.2747357612796541,172584.67310562485,49.77514945426627,0.5140381218015699,0.33076439652035855,0.07429530899419011,998.9298959525973
10,000014.SZ,沙河股份,1992-06-02,房地产,房地产,100045.7728,TRUE,0.2591836734693877,0.0377760484742254,0.07056714816984101,0.5215939912372209,0.5341880341880342,-1602.0909374193968,-711.5023782394132,0.71,-0.008842784631654886,110.2842,173.9913,-1697.2196,-1.6942007797270957,2.2792,7.2426,0.7511,3.9527,70.3707,37.3335,0.1439,2.7625,1.7625,0.3307,2.739,11.513383088244723,0.033333333333333215,2.2152443562499997e-05,1.0206011988210844e-06,0.029932194064251287,-0.22620904836193456,1.1478579448275868e-05,6.853040368278578e-07,0.024900191505604928,-0.3583441138421733,-4.332559177966096e-06,1.29491548355194e-07,0.023542913795149095,-0.4669887296849379,1.4848630398305078e-05,3.3712720219056176e-08,0.021497058846141504,0.0042165625,-0.7718767360469181,0.005091637931034483,-0.7245336542041287,0.005673364406779661,-0.6930612540262793,0.011459601694915254,-0.3800158915594546,-0.01506283384584556,1.5829709695926448,-0.8645635429967733,-1.5135256312898226,1.2979241765860987,41.617728030178924,40.0,1.4937589523224768,11.513383088244723,0.2582898167592728,4.7101291520984425,0.018695961732619688,-0.005566062916313827,0.1830322812740187,0.6965345508237786,-2.5030519318820033,-2.21430505111679,-1.4247280651607668,-0.25333265183933484,498024.4006308122,87.93015738736426,0.6380131475697579,0.5215939912372209,0.0377760484742254,-711.5023782394132
