No,code,name,ipo_date,industry_zx,industry_sw,MKT_CAP_FLOAT,is_open1,PCT_CHG_NM,EP,EPcut,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROE_ttm,ROA_q,ROA_ttm,grossprofitmargin_q,grossprofitmargin_ttm,assetturnover_ttm,financial_leverage,debtequityratio,cashratio,currentratio,ln_capital,return_1m,wgt_return_1m,exp_wgt_return_1m,std_1m,return_3m,wgt_return_3m,exp_wgt_return_3m,std_3m,return_6m,wgt_return_6m,exp_wgt_return_6m,std_6m,return_12m,wgt_return_12m,exp_wgt_return_12m,std_12m,turn_1m,bias_turn_1m,turn_3m,bias_turn_3m,turn_6m,bias_turn_6m,turn_12m,bias_turn_12m,beta,HAlpha,DIF,DEA,MACD,RSI,PSY,BIAS,LNCAP_barra,MIDCAP_barra,BETA_barra,HSIGMA_barra,HALPHA_barra,DASTD_barra,CMRA_barra,STOM_barra,STOQ_barra,STOA_barra,RSTR_barra,MLEV_barra,BLEV_barra,DTOA_barra,BTOP_barra,ETOP_barra,CETOP_barra
1,000001.SZ,平安银行,1991-04-03,银行,银行,5310163.3291,TRUE,-0.0882182240278584,0.10543518372080762,0.07172520638928138,0.795671546785487,0.2917918940211841,-757.1185475815566,3313.362692421674,0.11,0.05052340533260706,83.7062,77.3559,68.8278,0.1610006142636251,5.4812,13.2511,0.2927,,,,0.0214,16.8401,15.8402,,,15.485133151520975,0.03951367781155013,2.6077648349999998e-05,1.3633330059199442e-05,0.01117396104308093,0.07682619647355192,4.358240837499999e-05,1.1914711015402096e-05,0.013887389102645888,0.010041346721796351,1.993313022641509e-05,8.790795961849602e-06,0.01495289146661964,0.06608478802992601,2.6727292820175435e-05,6.043140995071828e-06,0.01634451974250272,0.007561750000000001,-0.20939096466731744,0.0064882916666666665,-0.32162501860807147,0.005673924528301888,-0.40677012624442743,0.007719912280701754,-0.19285451104591622,-0.001843469950617166,0.7402236629898586,10.691987925643389,9.234213299772666,2.915549251741446,21.208789599567112,55.0,2.037771876957974,15.485133151520975,2.2169256381066993,3.373437776188033,0.012589904221423493,0.0006623802458615356,0.1158666892282125,0.17147381605781797,-1.8889724243293147,-2.199915497125238,-1.8790605906427178,0.11504837669867651,,,0.9406183550457093,0.795671546785487,0.10543518372080762,3313.362692421674
2,000002.SZ,万科A,1991-01-29,房地产,房地产,7997302.8539,TRUE,-0.0024096385542164978,0.08342510094437214,0.07999872002047967,0.5151187348683871,0.6331518298087881,267.57627883876927,214.10731110697824,1.2077,0.03210801271553328,66.0022,28.4296,-23.8549,0.1336642284918146,1.3019,16.1956,0.3138,4.5612,35.0644,42.0182,0.1175,4.7555,3.7555,0.1742,1.3965,15.894614899536043,0.09523809523809557,5.576055485714287e-05,6.454637119767027e-06,0.018916749104798042,0.12043301759134015,4.163935174137932e-05,1.1336355582461675e-05,0.019480111792987764,0.01719901719901729,1.859552590598291e-05,9.034431239713022e-06,0.01910417125966069,0.010379987862761286,1.924549849382716e-05,6.311618024848778e-06,0.01662594454696636,0.008300142857142857,0.0783926794620422,0.006400879310344829,-0.16836836314742676,0.005327427350427351,-0.3078361717445993,0.005654152263374486,-0.2653865705287779,0.013844840963117607,1.4369298379865891,36.467794764907126,22.512150647824576,27.9112882341651,41.78496295763591,55.0,4.525658019314523,15.894614899536043,2.2169256381066993,3.845905174648131,0.014534693892744008,0.0022814178325015026,0.1460136069395075,0.18382306058178613,-1.7473639035099773,-2.0471679473112494,-2.1245799999617927,0.11349780318815447,79582.27688615675,22.076117192420288,0.6191261467007629,0.5151187348683871,0.08342510094437214,214.10731110697824
3,000004.SZ,国华网安,1991-01-14,医药,医药,79096.1845,TRUE,-0.1678607983623336,0.0033844188800484106,0.014678726708530395,0.09227560878832898,0.10638184700162764,-10.371471589479379,126.03321923940081,0.33,-0.0023551663469298287,-78.3864,-85.4662,271.2554,-0.9596565540927304,0.3524,3.6677,0.8371,3.7141,61.6298,45.6833,0.3096,1.416,0.41600000000000004,0.9858,1.9154,11.278419916182724,0.16419753086419764,0.0002817205628571428,5.346474910391147e-05,0.01962578163557457,-0.1427272727272728,0.0001614373085517241,5.2424346727219986e-05,0.02931259148758759,-0.2128547579298834,8.323001482051282e-05,4.438353263914597e-05,0.024632224644440478,-0.34193998604326603,0.00018714206949173556,3.416048245660339e-05,0.025671778739239808,0.02577495238095238,0.225417287731833,0.017283137931034483,-0.17830862715406193,0.014969017094017094,-0.2883287597878351,0.02567807438016529,0.2208114217263102,0.011930840262880832,1.2021370825387274,1.0480326787010767,0.2826929858674058,1.5306793856673417,20.94735254127295,70.0,5.966962580065167,11.278419916182724,0.941013161580455,3.529686899892229,0.02055784822896813,0.0006178176938940703,0.2028918914026986,0.4722950312654475,-0.6188772732049312,-1.0621306848978804,-0.6381369025988478,-0.09468651837983671,963.5315683063906,2.301346423081944,0.47500524597550225,0.09227560878832898,0.0033844188800484106,126.03321923940081
4,000006.SZ,深振业A,1992-04-27,房地产,房地产,510056.8304,TRUE,0.039622641509433836,0.0827595338983051,0.09239155541183537,0.5364519070865297,0.49514755397108334,-1466.5953561790552,3623.04996171571,0.8758,0.0990485178755008,119.2251,344.5487,398.5818,2.439861678717384,5.4711,23.2231,1.8357,11.8552,57.8926,45.7954,0.2114,2.7635,1.7635,0.1203,1.531,13.14227743064927,0.21990740740740744,0.00015795170585714284,4.8046951380032325e-05,0.022078583816915076,0.08884297520661155,9.070908596551726e-05,3.947579361092812e-05,0.02632880440674631,-0.018621973929236483,4.56189189224138e-05,2.7391206135124208e-05,0.02204298981496416,-0.06311342851823465,6.33824906255144e-05,1.686843707669245e-05,0.02161378863453511,0.008933095238095237,-0.5349593220326904,0.005763206896551724,-0.6999779392243712,0.00479026724137931,-0.7506274067161267,0.01030311111111111,-0.4636387894029357,0.033339140335734964,2.215383574173418,7.006924405776033,3.6266732246113556,6.760502362329355,47.45283208178817,70.0,9.997912753078685,13.14227743064927,-0.9632645814672002,4.295751983335226,0.02114194547562454,0.003086466923956689,0.1870517104976918,0.4205424197090888,-1.6788729536528548,-2.1599467764586047,-1.5154213101322873,0.037043134373780366,79491.39107964397,17.456729302509306,0.6117463673295498,0.5364519070865297,0.0827595338983051,3623.04996171571
5,000007.SZ,全新好,1992-04-13,消费者服务,消费者服务,169798.2032,TRUE,0.259825327510917,0.0026891573444786355,0.0026891573444786355,0.1317835586832187,0.07798061401935479,461.2739887048074,-80.06418482147306,,-0.0034333605059029717,17.0052,-64.0618,-160.9191,,2.0038,2.0406,2.1395,3.9223,80.0958,79.0609,0.4759,1.2398,0.2398,1.5036,2.0805,12.042365970942383,0.3151862464183375,0.00019407851671428576,1.7742005956678646e-05,0.021258433901633334,0.13473423980222488,9.657758693877548e-06,3.4390657320478946e-05,0.02755565376456685,0.12499999999999978,9.886920712962965e-06,2.0156835691025486e-05,0.022999564581432746,0.06004618937644324,2.1709959356521746e-05,9.349350534122709e-06,0.022239944848587306,0.012557428571428572,-0.028016069688258094,0.009079367346938776,-0.29722879899943677,0.007105518518518517,-0.4500108221004362,0.010339152173913043,-0.19971754496327354,0.018051478603524185,0.9050124092594023,4.202970205039662,3.3283032374685426,1.7493339351422392,60.03843847252024,80.0,9.077946768060837,12.042365970942383,-0.31920105635224727,2.953414548605677,0.01854208240680798,0.003656987069163758,0.18796351746497347,0.4747054712071148,-1.3370134325083993,-1.839017879205538,-1.5810535957937764,0.14581608309570698,,,0.12747569562338293,0.1317835586832187,0.0026891573444786355,-80.06418482147306
6,000009.SZ,中国宝安,1991-06-25,房地产,房地产,1328787.7964,TRUE,-0.19009584664536736,0.022567963421844885,0.02424019120662824,0.1956258069564537,0.2603420895056104,-238.25358114941363,-460.71228008226126,0.1625,0.00015417821430027825,15.8421,-37.6398,-5.1398,-0.7928734008319598,0.5278,11.5363,0.4944,5.8203,41.1944,37.3269,0.2307,2.8169,1.8169,0.4542,2.1409,14.099777653313703,-0.012038523274478295,-0.00043365816619047616,-0.0005285481149729809,0.030762360591639712,-0.28011695906432743,-4.7334164431034555e-05,-0.00017544959487500306,0.042229015013067035,-0.3452127659574468,1.0428224529914527e-05,-6.23772494403409e-05,0.0371380055834084,-0.4376084355601335,2.1274631945378168e-05,-1.7097480420112704e-05,0.032461782132549216,0.04487176190476191,0.6074979438577113,0.034366999999999995,0.23117255689251692,0.02564105982905982,-0.08142784673734715,0.02570144957983193,-0.07926442822923774,0.03125425533328342,1.4749667353021736,0.23445915950634344,0.723275270727978,-0.9776322224432692,15.679575936513304,55.0,-9.634795375298186,14.099777653313703,-0.3122870607208803,5.369958793996979,0.028955275918598603,0.0035811900447686616,0.2925177189772159,0.6511720150616596,-0.05719534963474915,-0.37258719075452873,-0.5478946215435967,-0.12019910308912607,148493.95838408687,145.9542199491958,0.7636471547529884,0.1956258069564537,0.022567963421844885,-460.71228008226126
7,000011.SZ,深物业A,1992-03-30,房地产,房地产,116559.0884,TRUE,-0.16354556803995002,0.07234476621788798,0.03656681488415633,0.24685262898049865,0.30283758820144757,-254.00599722953368,-964.4770180428753,0.1304,0.27598051617465064,5.0188,-20.1597,-549.2666,-0.4624778596066002,0.5766,29.3072,0.2127,13.5186,40.7004,62.2671,0.4131,2.8262,1.8262,0.2226,1.3007,11.666153619973713,0.35413153456998314,0.0023549742489047624,0.0009005366987107236,0.0371317466577439,0.13900709219858176,0.0007839369281724139,0.0005760109289089974,0.0357702853868495,-0.14483493077742293,0.00035494958968376066,0.0003316030720033614,0.030923657328441576,0.05104712041884829,0.000647861484,0.00017663891603829455,0.0332729561240154,0.07723361904761905,0.202376256721017,0.05297953448275862,-0.17521236037216203,0.041648034188034186,-0.3516216375161402,0.07178746090534979,0.11759023579695582,0.017888341723812387,1.489860868266819,1.9422254510968173,0.7508580584086675,2.3827347853762997,48.75985161541825,60.0,15.46480695952263,11.666153619973713,0.22149897778579003,5.1706294099855565,0.026497538896132645,0.002529955710055741,0.26738957999435164,0.7606064810575406,0.4736589227381142,0.06142193811961752,0.3941651363672148,0.007326800641891649,21518.738197345145,10.046859314133954,0.6461645754129601,0.24685262898049865,0.07234476621788798,-964.4770180428753
8,000012.SZ,南玻A,1992-02-28,建材,建材,1400757.7518,TRUE,-0.17873510540788262,0.06759131586773731,0.06455111157014123,0.3009147809340395,0.389089918680207,143.01036935550664,908.7870508225404,3.2233,0.012049527076523498,-0.2836,-29.3211,-20.4997,-0.4185799018077589,4.0975,22.4617,2.1587,14.4093,30.0646,34.834,0.4749,2.0578,1.0578,0.2188,0.654,14.152523899447557,0.12889812889812902,0.0002737088735714286,-8.982066948108437e-06,0.020780902794231792,0.033301617507136116,0.00025022414056896555,4.3736472969691735e-05,0.03208256737931575,-0.31309297912713474,7.863031560683765e-05,4.8983405805653256e-05,0.029270136126488627,-0.5065319822755656,6.145205290534981e-05,3.4701540045413145e-05,0.026752040688075115,0.03439961904761905,0.2299274570765253,0.029343310344827588,0.049143684546676836,0.02162195726495726,-0.22692635406534134,0.021102049382716048,-0.24551519304736014,0.02237767660219122,1.5743210738057802,6.416783893654241,5.908826499315213,1.0159147886780566,27.142150737146114,55.0,0.5183265457238407,14.152523899447557,-0.24189137354497972,5.788490071430896,0.02394365237746985,0.0013750199651779813,0.2282217575093805,0.8829504409574214,-0.3281030324366795,-0.5248522316017037,-0.7928663620580644,-0.18994478308859228,154032.31800497219,49.77514945426627,0.5140381218015699,0.3009147809340395,0.06759131586773731,908.7870508225404
9,000014.SZ,沙河股份,1992-06-02,房地产,房地产,124452.1004,TRUE,-0.15384615384615385,0.03036781497497692,0.05672825464178943,0.41928721174004197,0.4294241422252759,-1287.9045465270428,-571.9694971094277,0.57,-0.007108632543736996,110.2842,173.9913,-1697.2196,-1.6942007797270957,2.2792,7.2426,0.7511,3.9527,70.3707,37.3335,0.1439,2.7625,1.7625,0.3307,2.739,11.731676185114143,0.2591836734693877,0.00032671332628571423,6.584781634069094e-05,0.029338334669646957,0.004885993485342022,0.0001137117928965517,6.0494866735408644e-05,0.027876705146425554,-0.1223328591749645,6.344108198275861e-05,4.123399046055059e-05,0.025083175900317247,-0.3922673461596137,3.273168152892561e-05,2.34519753263239e-05,0.02271074403199868,0.020442761904761905,0.09655343517045578,0.009666189655172411,-0.4815038437189154,0.00802501724137931,-0.5695366279599043,0.011394045454545455,-0.38882134704314286,-0.005136007038620397,1.769093918288474,2.059892763211728,1.287270712580445,1.5452441012625662,44.86565684568126,70.0,6.342640468803835,11.731676185114143,0.11603297158304268,4.761401943620429,0.018913384309304834,-0.0028336789503976612,0.20296701265286865,0.6965345508237787,-0.8447573175045713,-1.6434294114560677,-1.425880942264617,-0.09491663503118813,382741.2058710003,87.93015738736426,0.6380131475697579,0.41928721174004197,0.03036781497497692,-571.9694971094277
10,000016.SZ,深康佳A,1992-03-27,家电,家电,220166.9737,TRUE,-0.13387978142076518,0.013876149812463835,0.018998837271159006,0.8631106507854306,3.629764065335753,116.7815268374792,-2122.6216986636928,0.2725,-0.029624352762438987,0.107,136.1818,-174.6262,2.090354555852078,0.8106,-3.7089999999999996,0.2067,0.0172,14.8448,15.225,0.6996,3.9939999999999998,2.9939999999999998,0.3611,1.1949,12.302141508825018,0.18770226537216828,0.00021032829152380956,4.596879539360247e-05,0.017784383157046633,-0.02393617021276595,5.021654887719299e-05,4.420210589660956e-05,0.022469931881492607,-0.010781671159029728,6.014672831896553e-05,2.707007020534462e-05,0.02352780119998182,-0.2730917657358234,7.36677850539419e-05,1.5363013440067607e-05,0.02203221001344928,0.016656285714285714,-0.37402892341449057,0.011206859649122807,-0.5788274696988802,0.013886129310344828,-0.47813603446133546,0.017570348547717843,-0.33967691326497873,-0.009347857729268588,1.30527904625015,1.769324682229552,0.6508384308352037,2.2369725027886966,50.33318333528155,60.0,8.068315665488816,12.302141508825018,-0.5994073745905268,4.0462001234427705,0.019014335407274055,-0.0019719583319487573,0.173415805185651,0.5156531202548982,-1.050292170912188,-1.466879083170451,-0.9917525910307894,-0.05168549559403275,171187.59612824832,19.854617285448967,0.7496264443312388,0.8631106507854306,0.013876149812463835,-2122.6216986636928
